year,rank,country,happiness,gdp,social_support,healthy,freedom,generosity,corruption,dystopia
2021,106,Morocco,4.918,0.792,0.219,0.558,0.477,0.034,0.088,2.749
2021,107,Venezuela,4.892,0.852,0.897,0.574,0.284,0.078,0.072,2.135
2021,108,Georgia,4.891,1.03,0.47,0.498,0.488,0.032,0.181,2.191
2021,109,Algeria,4.887,0.946,0.765,0.552,0.119,0.144,0.12,2.242
2021,110,Ukraine,4.875,0.979,0.958,0.517,0.417,0.181,0.01,1.813
2021,111,Iraq,4.854,0.91,0.638,0.381,0.302,0.153,0.041,2.429
2021,112,Gabon,4.852,1.037,0.707,0.362,0.424,0.058,0.064,2.201
2021,113,Burkina Faso,4.834,0.364,0.472,0.179,0.381,0.182,0.122,3.133
2021,114,Cambodia,4.83,0.603,0.68,0.426,0.702,0.21,0.061,2.148
2021,115,Mozambique,4.794,0.183,0.634,0.196,0.608,0.228,0.163,2.783
2021,116,Nigeria,4.759,0.663,0.625,0.051,0.433,0.212,0.039,2.736
2021,117,Mali,4.723,0.387,0.59,0.11,0.384,0.164,0.072,3.016
2021,118,Iran,4.721,1.03,0.557,0.561,0.275,0.33,0.144,1.823
2021,119,Uganda,4.636,0.364,0.718,0.24,0.398,0.267,0.054,2.596
2021,120,Liberia,4.625,0.228,0.58,0.253,0.43,0.221,0.057,2.857
2021,121,Kenya,4.607,0.603,0.508,0.385,0.483,0.375,0.073,2.18
2021,122,Tunisia,4.596,0.919,0.515,0.59,0.334,0.057,0.044,2.138
2021,123,Lebanon,4.584,1.045,0.868,0.595,0.175,0.14,0.026,1.736
2021,124,Namibia,4.574,0.882,0.801,0.262,0.411,0.091,0.059,2.068
2021,125,Palestinian Territories,4.517,0.646,0.819,0.434,0.33,0.082,0.075,2.131
2021,126,Myanmar,4.426,0.666,0.713,0.341,0.601,0.52,0.178,1.407
2021,127,Jordan,4.395,0.89,0.685,0.583,0.455,0.079,0.15,1.553
2021,128,Chad,4.355,0.255,0.353,0.0,0.24,0.215,0.084,3.209
2021,129,Sri Lanka,4.325,0.99,0.82,0.593,0.559,0.239,0.049,1.075
2021,130,Swaziland,4.308,0.849,0.693,0.074,0.323,0.067,0.147,2.155
2021,131,Comoros,4.289,0.488,0.367,0.279,0.202,0.241,0.101,2.61
2021,132,Egypt,4.283,0.954,0.647,0.426,0.446,0.069,0.092,1.648
2021,133,Ethiopia,4.275,0.37,0.679,0.331,0.451,0.241,0.114,2.089
2021,134,Mauritania,4.227,0.666,0.749,0.273,0.218,0.119,0.133,2.069
2021,135,Madagascar,4.208,0.266,0.503,0.341,0.207,0.185,0.087,2.62
2021,136,Togo,4.107,0.254,0.239,0.203,0.289,0.209,0.107,2.806
2021,137,Zambia,4.073,0.528,0.552,0.231,0.487,0.227,0.074,1.975
2021,138,Sierra Leone,3.849,0.279,0.377,0.1,0.408,0.243,0.047,2.396
2021,139,India,3.819,0.741,0.316,0.383,0.622,0.246,0.106,1.405
2021,140,Burundi,3.775,0.0,0.062,0.155,0.298,0.172,0.212,2.876
2021,141,Yemen,3.658,0.329,0.831,0.272,0.268,0.092,0.089,1.776
2021,142,Tanzania,3.623,0.433,0.54,0.3,0.549,0.307,0.231,1.263
2021,143,Haiti,3.615,0.294,0.173,0.227,0.257,0.463,0.139,2.06
2021,144,Malawi,3.6,0.113,0.168,0.298,0.484,0.213,0.134,2.19
2021,145,Lesotho,3.512,0.451,0.731,0.007,0.405,0.103,0.015,1.8
2021,146,Botswana,3.467,1.099,0.724,0.34,0.539,0.027,0.088,0.648
2021,147,Rwanda,3.415,0.364,0.202,0.407,0.627,0.227,0.493,1.095
2021,148,Zimbabwe,3.145,0.457,0.649,0.243,0.359,0.157,0.075,1.205
2021,149,Afghanistan,2.523,0.37,0.0,0.126,0.0,0.122,0.01,1.895
2022,1,Finland,7.821,1.892,1.258,0.775,0.736,0.109,0.534,2.518
2022,2,Denmark,7.636,1.953,1.243,0.777,0.719,0.188,0.532,2.226
2022,3,Iceland,7.557,1.936,1.32,0.803,0.718,0.27,0.191,2.32
2022,4,Switzerland,7.512,2.026,1.226,0.822,0.677,0.147,0.461,2.153
2022,5,Netherlands,7.415,1.945,1.206,0.787,0.651,0.271,0.419,2.137
2022,6,Luxembourg,7.404,2.209,1.155,0.79,0.7,0.12,0.388,2.042
2022,7,Sweden,7.384,1.92,1.204,0.803,0.724,0.218,0.512,2.003
2022,8,Norway,7.365,1.997,1.239,0.786,0.728,0.217,0.474,1.925
2022,9,Israel,7.364,1.826,1.221,0.818,0.568,0.155,0.143,2.634
2022,10,New Zealand,7.2,1.852,1.235,0.752,0.68,0.245,0.483,1.954
2022,11,Austria,7.163,1.931,1.165,0.774,0.623,0.193,0.329,2.148
2022,12,Australia,7.162,1.9,1.203,0.772,0.676,0.258,0.341,2.011
2022,13,Ireland,7.041,2.129,1.166,0.779,0.627,0.19,0.408,1.743
2022,14,Germany,7.034,1.924,1.088,0.776,0.585,0.163,0.358,2.142
2022,15,Canada,7.025,1.886,1.188,0.783,0.659,0.217,0.368,1.924
2022,16,United States,6.977,1.982,1.182,0.628,0.574,0.22,0.177,2.214
2022,17,United Kingdom,6.943,1.867,1.143,0.75,0.597,0.289,0.329,1.967
2022,18,Czechia,6.92,1.815,1.26,0.715,0.66,0.158,0.048,2.263
2022,19,Belgium,6.805,1.907,1.106,0.764,0.492,0.049,0.204,2.283
2022,20,France,6.687,1.863,1.219,0.808,0.567,0.07,0.266,1.895
2022,21,Bahrain,6.647,1.854,1.029,0.625,0.693,0.199,0.155,2.092
2022,22,Slovenia,6.63,1.81,1.249,0.769,0.685,0.118,0.115,1.885
2022,23,Costa Rica,6.582,1.584,1.054,0.744,0.661,0.089,0.102,2.346
2022,24,United Arab Emirates,6.576,1.998,0.98,0.633,0.702,0.204,0.25,1.809
2022,25,Saudi Arabia,6.523,1.87,1.092,0.577,0.651,0.078,0.18,2.075
2022,26,Taiwan Province of China,6.512,1.897,1.095,0.733,0.542,0.075,0.168,2.002
2022,27,Singapore,6.48,2.149,1.127,0.851,0.672,0.163,0.587,0.932
2022,28,Romania,6.477,1.719,1.006,0.655,0.605,0.039,0.006,2.446
2022,29,Spain,6.476,1.808,1.211,0.808,0.505,0.101,0.149,1.893
2022,30,Uruguay,6.474,1.615,1.18,0.672,0.665,0.103,0.265,1.974
2022,31,Italy,6.467,1.834,1.052,0.801,0.412,0.085,0.059,2.222
2022,32,Kosovo,6.455,1.362,0.949,0.569,0.599,0.309,0.035,2.631
2022,33,Malta,6.447,1.838,1.169,0.789,0.679,0.174,0.166,1.631
2022,34,Lithuania,6.446,1.804,1.204,0.659,0.496,0.053,0.077,2.153
2022,35,Slovakia,6.391,1.736,1.232,0.707,0.479,0.118,0.025,2.094
2022,36,Estonia,6.341,1.793,1.232,0.728,0.689,0.123,0.333,1.442
2022,37,Panama,6.309,1.715,1.107,0.709,0.592,0.049,0.051,2.086
2022,38,Brazil,6.293,1.462,1.044,0.615,0.546,0.131,0.134,2.361
2022,39,Guatemala,6.262,1.274,0.831,0.522,0.662,0.112,0.115,2.746
2022,40,Kazakhstan,6.234,1.668,1.22,0.611,0.584,0.134,0.157,1.86
2022,41,Cyprus,6.221,1.815,0.909,0.819,0.448,0.123,0.062,2.044
2022,42,Latvia,6.18,1.732,1.221,0.637,0.502,0.075,0.09,1.923
2022,43,Serbia,6.178,1.55,1.086,0.658,0.546,0.219,0.088,2.031
2022,44,Chile,6.172,1.651,1.08,0.748,0.46,0.124,0.069,2.04
2022,45,Nicaragua,6.165,1.105,1.029,0.617,0.617,0.168,0.212,2.418
2022,46,Mexico,6.128,1.552,0.886,0.623,0.621,0.092,0.115,2.239
2022,47,Croatia,6.125,1.705,1.183,0.709,0.535,0.109,0.0,1.884
2022,48,Poland,6.123,1.758,1.174,0.712,0.523,0.124,0.14,1.693
2022,49,El Salvador,6.12,1.265,0.768,0.607,0.666,0.089,0.212,2.514
2022,50,Kuwait,6.106,1.904,0.983,0.747,0.617,0.087,0.147,1.621
2022,51,Hungary,6.086,1.748,1.233,0.668,0.485,0.078,0.064,1.812
2022,52,Mauritius,6.071,1.591,1.116,0.568,0.589,0.131,0.107,1.969
2022,53,Uzbekistan,6.063,1.219,1.092,0.6,0.716,0.283,0.24,1.913
2022,54,Japan,6.039,1.835,1.089,0.866,0.537,0.007,0.218,1.487
2022,55,Honduras,6.022,1.111,0.885,0.555,0.582,0.202,0.076,2.611
2022,56,Portugal,6.016,1.76,1.078,0.777,0.655,0.016,0.039,1.691
2022,57,Argentina,5.967,1.592,1.102,0.662,0.555,0.081,0.085,1.891
2022,58,Greece,5.948,1.703,0.98,0.774,0.249,0.015,0.108,2.119
2022,59,South Korea,5.935,1.851,0.886,0.841,0.414,0.111,0.176,1.656
2022,60,Philippines,5.904,1.268,0.912,0.514,0.678,0.107,0.142,2.283
2022,61,Thailand,5.891,1.535,1.096,0.697,0.617,0.321,0.026,1.6
2022,62,Moldova,5.857,1.417,1.008,0.597,0.561,0.102,0.028,2.142
2022,63,Jamaica,5.85,1.296,1.045,0.646,0.567,0.08,0.053,2.164
2022,64,Kyrgyzstan,5.828,1.069,1.109,0.638,0.693,0.208,0.025,2.087
2022,65,Belarus,5.821,1.562,1.157,0.629,0.342,0.04,0.282,1.811
2022,66,Colombia,5.781,1.452,0.929,0.72,0.545,0.087,0.077,1.971
2022,67,Bosnia and Herzegovina,5.768,1.468,1.068,0.665,0.448,0.244,0.006,1.869
2022,68,Mongolia,5.761,1.393,1.197,0.467,0.398,0.247,0.059,1.999
2022,69,Dominican Republic,5.737,1.538,1.003,0.577,0.606,0.084,0.179,1.751
2022,70,Malaysia,5.711,1.689,0.938,0.62,0.654,0.213,0.126,1.471
2022,71,Bolivia,5.6,1.256,0.88,0.555,0.627,0.112,0.064,2.107
2022,72,China,5.585,1.508,0.958,0.705,0.656,0.099,0.142,1.516
2022,73,Paraguay,5.578,1.409,1.13,0.624,0.629,0.171,0.059,1.555
2022,74,Peru,5.559,1.397,0.865,0.735,0.545,0.09,0.037,1.89
2022,75,Montenegro,5.547,1.573,1.023,0.659,0.46,0.135,0.077,1.619
2022,76,Ecuador,5.533,1.352,0.879,0.708,0.565,0.08,0.083,1.866
2022,77,Vietnam,5.485,1.252,0.932,0.611,0.707,0.143,0.105,1.735
2022,78,Turkmenistan,5.474,1.484,1.319,0.516,0.649,0.314,0.032,1.16
2022,79,North Cyprus,5.467,1.815,0.888,0.819,0.523,0.13,0.213,1.078
2022,80,Russia,5.459,1.685,1.095,0.586,0.401,0.117,0.08,1.494
2022,81,Hong Kong S.A.R. of China,5.425,1.957,0.954,0.942,0.4,0.147,0.383,0.642
2022,82,Armenia,5.399,1.434,0.82,0.668,0.558,0.054,0.21,1.654
2022,83,Tajikistan,5.377,0.966,1.005,0.518,0.572,0.118,0.304,1.895
2022,84,Nepal,5.377,0.984,0.784,0.499,0.519,0.237,0.13,2.224
2022,85,Bulgaria,5.371,1.625,1.163,0.64,0.563,0.123,0.021,1.235
2022,86,Libya,5.33,1.476,0.943,0.606,0.477,0.106,0.179,1.544
2022,87,Indonesia,5.24,1.382,0.883,0.539,0.62,0.468,0.047,1.3
2022,88,Ivory Coast,5.235,1.094,0.442,0.322,0.451,0.149,0.124,2.652
2022,89,North Macedonia,5.199,1.505,0.863,0.637,0.488,0.215,0.031,1.461
2022,90,Albania,5.199,1.439,0.646,0.719,0.511,0.138,0.028,1.718
2022,91,South Africa,5.194,1.425,1.088,0.361,0.442,0.089,0.046,1.742
2022,92,Azerbaijan,5.173,1.458,1.093,0.56,0.601,0.023,0.341,1.098
2022,93,Gambia,5.164,0.785,0.621,0.369,0.367,0.388,0.103,2.531
2022,94,Bangladesh,5.155,1.06,0.614,0.581,0.622,0.125,0.187,1.967
2022,95,Laos,5.14,1.239,0.654,0.479,0.679,0.197,0.184,1.709
2022,96,Algeria,5.122,1.363,0.97,0.643,0.146,0.106,0.15,1.744
2022,97,Liberia,5.122,0.636,0.67,0.309,0.405,0.178,0.08,2.844
2022,98,Ukraine,5.084,1.411,1.081,0.583,0.473,0.188,0.017,1.331
2022,99,Congo,5.075,0.95,0.405,0.355,0.431,0.13,0.146,2.658
2022,100,Morocco,5.06,1.208,0.268,0.565,0.492,0.02,0.102,2.405
2022,101,Mozambique,5.048,0.578,0.66,0.191,0.593,0.185,0.2,2.641
2022,102,Cameroon,5.048,0.968,0.672,0.317,0.397,0.152,0.074,2.469
2022,103,Senegal,5.046,0.933,0.53,0.447,0.494,0.143,0.081,2.419
2022,104,Niger,5.003,0.57,0.56,0.326,0.571,0.165,0.145,2.667
2022,105,Georgia,4.973,1.467,0.612,0.595,0.508,0.0,0.208,1.583
2022,106,Gabon,4.958,1.459,0.738,0.396,0.343,0.032,0.099,1.892
2022,107,Iraq,4.941,1.289,0.682,0.554,0.328,0.147,0.046,1.894
2022,108,Venezuela,4.925,0.0,0.968,0.578,0.283,0.225,0.082,2.79
2022,109,Guinea,4.891,0.848,0.566,0.275,0.334,0.214,0.116,2.538
2022,110,Iran,4.888,1.41,0.741,0.642,0.281,0.241,0.146,1.427
2022,111,Ghana,4.872,1.112,0.595,0.409,0.5,0.23,0.056,1.972
2022,112,Turkey,4.744,1.707,0.865,0.702,0.209,0.087,0.115,1.059
2022,113,Burkina Faso,4.67,0.779,0.565,0.32,0.382,0.186,0.126,2.313
2022,114,Cambodia,4.64,1.019,0.732,0.505,0.74,0.166,0.068,1.41
2022,115,Benin,4.623,0.932,0.064,0.335,0.479,0.127,0.23,2.458
2022,116,Comoros,4.609,0.899,0.476,0.424,0.185,0.195,0.125,2.304
2022,117,Uganda,4.603,0.777,0.875,0.418,0.402,0.222,0.066,1.842
2022,118,Nigeria,4.552,1.079,0.732,0.3,0.444,0.175,0.038,1.784
2022,119,Kenya,4.543,1.032,0.605,0.401,0.44,0.322,0.082,1.661
2022,120,Tunisia,4.516,1.35,0.596,0.656,0.316,0.029,0.029,1.54
2022,121,Pakistan,4.516,1.049,0.413,0.374,0.448,0.181,0.112,1.94
2022,122,Palestinian Territories,4.483,1.148,0.957,0.521,0.336,0.073,0.079,1.368
2022,123,Mali,4.479,0.792,0.483,0.311,0.35,0.128,0.042,2.373
2022,124,Namibia,4.459,1.292,0.877,0.354,0.384,0.067,0.071,1.414
2022,125,"Eswatini, Kingdom of",4.396,1.274,0.786,0.197,0.259,0.038,0.154,1.688
2022,126,Myanmar,4.394,1.038,0.829,0.491,0.513,0.452,0.194,0.877
2022,127,Sri Lanka,4.362,1.415,0.934,0.66,0.529,0.15,0.079,0.595
2022,128,Madagascar,4.339,0.67,0.645,0.378,0.202,0.143,0.154,2.148
2022,129,Egypt,4.288,1.388,0.732,0.548,0.469,0.041,0.254,0.856
2022,130,Chad,4.251,0.662,0.506,0.225,0.18,0.182,0.077,2.419
2022,131,Ethiopia,4.241,0.788,0.809,0.457,0.472,0.205,0.136,1.375
2022,132,Yemen,4.197,0.691,1.043,0.384,0.33,0.09,0.098,1.561
2022,133,Mauritania,4.153,1.1,0.865,0.45,0.304,0.088,0.138,1.207
2022,134,Jordan,4.152,1.324,0.724,0.675,0.476,0.058,0.2,0.695
2022,135,Togo,4.112,0.771,0.322,0.36,0.292,0.174,0.132,2.061
2022,136,India,3.777,1.167,0.376,0.471,0.647,0.198,0.123,0.795
2022,137,Zambia,3.76,0.93,0.577,0.306,0.525,0.203,0.083,1.135
2022,138,Malawi,3.75,0.648,0.279,0.388,0.477,0.14,0.157,1.661
2022,139,Tanzania,3.702,0.848,0.597,0.425,0.578,0.248,0.27,0.735
2022,140,Sierra Leone,3.574,0.686,0.416,0.273,0.387,0.202,0.055,1.556
2022,141,Lesotho,3.512,0.839,0.848,0.0,0.419,0.076,0.018,1.312
2022,142,Botswana,3.471,1.503,0.815,0.28,0.571,0.012,0.102,0.187
2022,143,Rwanda,3.268,0.785,0.133,0.462,0.621,0.187,0.544,0.536
2022,144,Zimbabwe,2.995,0.947,0.69,0.27,0.329,0.106,0.105,0.548
2022,145,Lebanon,2.955,1.392,0.498,0.631,0.103,0.082,0.034,0.216
2022,146,Afghanistan,2.404,0.758,0.0,0.289,0.0,0.089,0.005,1.263
